Well,Date,Oil_Calday,Oil_Cum
01-02,12/1/1987,432,13.38
01-02,1/1/1988,518,29.44
01-02,2/1/1988,452,42.56
01-02,3/1/1988,446,56.39
01-02,4/1/1988,450,69.87
01-02,5/1/1988,456,84.00
01-02,6/1/1988,445,97.33
01-02,7/1/1988,401,109.76
01-02,8/1/1988,415,122.63
01-02,9/1/1988,324,132.33
01-02,10/1/1988,403,144.82
01-02,11/1/1988,387,156.44
01-02,12/1/1988,375,168.06
01-02,1/1/1989,339,178.55
01-02,2/1/1989,368,188.85
01-02,3/1/1989,369,200.28
01-02,4/1/1989,371,211.40
01-02,5/1/1989,354,222.37
01-02,6/1/1989,357,233.08
01-02,7/1/1989,248,240.77
01-02,8/1/1989,336,251.20
01-02,9/1/1989,301,260.23
01-02,10/1/1989,326,270.33
01-02,11/1/1989,328,280.18
01-02,12/1/1989,358,291.27
01-02,1/1/1990,329,301.49
01-02,2/1/1990,316,310.34
01-02,3/1/1990,323,320.34
01-02,4/1/1990,327,330.14
01-02,5/1/1990,316,339.95
01-02,6/1/1990,333,349.94
01-02,7/1/1990,328,360.10
01-02,8/1/1990,326,370.22
01-02,9/1/1990,323,379.90
01-02,10/1/1990,269,388.23
01-02,11/1/1990,299,397.21
01-02,12/1/1990,343,407.83
01-02,1/1/1991,352,418.73
01-02,2/1/1991,335,428.10
01-02,3/1/1991,288,437.02
01-02,4/1/1991,339,447.18
01-02,5/1/1991,374,458.79
01-02,6/1/1991,387,470.40
01-02,7/1/1991,365,481.72
01-02,8/1/1991,364,493.00
01-02,9/1/1991,362,503.86
01-02,10/1/1991,366,515.21
01-02,11/1/1991,361,526.05
01-02,12/1/1991,364,537.32
01-02,1/1/1992,361,548.52
01-02,2/1/1992,354,558.80
01-02,3/1/1992,343,569.43
01-02,4/1/1992,310,578.74
01-02,5/1/1992,298,587.99
01-02,6/1/1992,246,595.36
01-02,7/1/1992,325,605.44
01-02,8/1/1992,339,615.95
01-02,9/1/1992,326,625.74
01-02,10/1/1992,333,636.07
01-02,11/1/1992,324,645.78
01-02,12/1/1992,290,654.77
01-02,1/1/1993,301,664.09
01-02,2/1/1993,306,672.64
01-02,3/1/1993,272,681.08
01-02,4/1/1993,284,689.60
01-02,5/1/1993,312,699.26
01-02,6/1/1993,322,708.91
01-02,7/1/1993,309,718.48
01-02,8/1/1993,286,727.35
01-02,9/1/1993,295,736.21
01-02,10/1/1993,278,744.84
01-02,11/1/1993,292,753.61
01-02,12/1/1993,283,762.39
01-02,1/1/1994,283,771.17
01-02,2/1/1994,313,779.94
01-02,3/1/1994,283,788.72
01-10,11/1/1984,150,4.51
01-10,12/1/1984,192,10.45
01-10,1/1/1985,172,15.79
01-10,2/1/1985,188,21.05
01-10,3/1/1985,167,26.22
01-10,4/1/1985,144,30.54
01-10,5/1/1985,129,34.53
01-10,6/1/1985,133,38.53
01-10,7/1/1985,101,41.66
01-10,8/1/1985,103,44.85
01-10,9/1/1985,106,48.04
01-10,10/1/1985,145,52.53
01-10,11/1/1985,177,57.83
01-10,12/1/1985,174,63.22
01-10,1/1/1986,145,67.72
01-10,2/1/1986,137,71.56
01-10,3/1/1986,117,75.18
01-10,4/1/1986,128,79.02
01-10,5/1/1986,117,82.65
01-10,6/1/1986,141,86.90
01-10,7/1/1986,132,91.00
01-10,8/1/1986,134,95.14
01-10,9/1/1986,129,99.02
01-10,10/1/1986,127,102.97
01-10,11/1/1986,126,106.74
01-10,12/1/1986,126,110.65
01-10,1/1/1987,123,114.47
01-10,2/1/1987,136,118.29
01-10,3/1/1987,116,121.88
01-10,4/1/1987,120,125.48
01-10,5/1/1987,115,129.05
01-10,6/1/1987,112,132.41
01-10,7/1/1987,117,136.03
01-10,8/1/1987,118,139.68
01-10,9/1/1987,115,143.13
01-10,10/1/1987,111,146.58
01-10,11/1/1987,108,149.82
01-10,12/1/1987,106,153.11
01-10,1/1/1988,103,156.29
01-10,2/1/1988,99,159.16
01-10,3/1/1988,99,162.22
01-10,4/1/1988,100,165.22
01-10,5/1/1988,97,168.22
01-10,6/1/1988,95,171.06
01-10,7/1/1988,97,174.06
01-10,8/1/1988,118,177.71
01-10,9/1/1988,90,180.40
01-10,10/1/1988,115,183.98
01-10,11/1/1988,100,186.96
01-10,12/1/1988,97,189.99
01-10,1/1/1989,95,192.93
01-10,2/1/1989,105,195.88
01-10,3/1/1989,97,198.89
01-10,4/1/1989,106,202.08
01-10,5/1/1989,94,204.99
01-10,6/1/1989,94,207.81
01-10,7/1/1989,99,210.88
01-10,8/1/1989,95,213.81
01-10,9/1/1989,93,216.62
01-10,10/1/1989,93,219.50
01-10,11/1/1989,99,222.47
01-10,12/1/1989,93,225.35
01-10,1/1/1990,90,228.14
01-10,2/1/1990,92,230.72
01-10,3/1/1990,75,233.05
01-10,4/1/1990,114,236.48
01-10,5/1/1990,113,239.99
01-10,6/1/1990,102,243.06
01-10,7/1/1990,101,246.20
01-10,8/1/1990,97,249.19
01-10,9/1/1990,99,252.17
01-10,10/1/1990,85,254.80
01-10,11/1/1990,100,257.79
01-10,12/1/1990,88,260.53
01-10,1/1/1991,91,263.35
01-10,2/1/1991,82,265.64
01-10,3/1/1991,84,268.25
01-10,4/1/1991,84,270.75
01-10,5/1/1991,83,273.32
01-10,6/1/1991,85,275.88
01-10,7/1/1991,71,278.07
01-10,8/1/1991,71,280.26
01-10,9/1/1991,91,282.98
01-10,10/1/1991,85,285.61
01-10,11/1/1991,83,288.10
01-10,12/1/1991,82,290.65
01-10,1/1/1992,81,293.15
01-10,2/1/1992,79,295.44
01-10,3/1/1992,76,297.80
01-10,4/1/1992,73,299.97
01-10,5/1/1992,68,302.09
01-10,6/1/1992,53,303.68
01-10,7/1/1992,63,305.64
01-10,8/1/1992,61,307.54
01-10,9/1/1992,59,309.31
01-10,10/1/1992,57,311.08
01-10,11/1/1992,62,312.93
01-10,12/1/1992,62,314.85
01-10,1/1/1993,59,316.67
01-10,2/1/1993,57,318.26
01-10,3/1/1993,53,319.91
01-10,4/1/1993,49,321.37
01-10,5/1/1993,49,322.88
01-10,6/1/1993,50,324.39
01-10,7/1/1993,44,325.74
01-10,8/1/1993,40,326.97
01-10,9/1/1993,39,328.14
01-10,10/1/1993,37,329.28
01-10,11/1/1993,38,330.43
01-10,12/1/1993,35,331.50
01-10,1/1/1994,33,332.51
01-10,2/1/1994,33,333.42
01-10,3/1/1994,27,334.27
02-10,4/1/1987,153,4.58
02-10,5/1/1987,391,16.71
02-10,6/1/1987,360,27.52
02-10,7/1/1987,318,37.38
02-10,8/1/1987,306,46.87
02-10,9/1/1987,285,55.41
02-10,10/1/1987,267,63.68
02-10,11/1/1987,276,71.95
02-10,12/1/1987,267,80.22
02-10,1/1/1988,272,88.66
02-10,2/1/1988,226,95.21
02-10,3/1/1988,240,102.64
02-10,4/1/1988,253,110.23
02-10,5/1/1988,274,118.71
02-10,6/1/1988,283,127.19
02-10,7/1/1988,284,136.00
02-10,8/1/1988,259,144.03
02-10,9/1/1988,268,152.07
02-10,10/1/1988,275,160.60
02-10,11/1/1988,240,167.78
02-10,12/1/1988,235,175.07
02-10,1/1/1989,228,182.13
02-10,2/1/1989,238,188.79
02-10,3/1/1989,248,196.47
02-10,4/1/1989,231,203.41
02-10,5/1/1989,211,209.95
02-10,6/1/1989,213,216.33
02-10,7/1/1989,231,223.49
02-10,8/1/1989,210,230.01
02-10,9/1/1989,200,236.02
02-10,10/1/1989,216,242.71
02-10,11/1/1989,209,248.98
02-10,12/1/1989,216,255.69
02-10,1/1/1990,203,262.00
02-10,2/1/1990,222,268.22
02-10,3/1/1990,223,275.13
02-10,4/1/1990,168,280.17
02-10,5/1/1990,207,286.58
02-10,6/1/1990,201,292.62
02-10,7/1/1990,200,298.82
02-10,8/1/1990,180,304.39
02-10,9/1/1990,209,310.66
02-10,10/1/1990,236,317.98
02-10,11/1/1990,244,325.31
02-10,12/1/1990,201,331.55
02-10,1/1/1991,197,337.65
02-10,2/1/1991,184,342.80
02-10,3/1/1991,166,347.96
02-10,4/1/1991,197,353.87
02-10,5/1/1991,171,359.18
02-10,6/1/1991,177,364.50
02-10,7/1/1991,171,369.81
02-10,8/1/1991,195,375.87
02-10,9/1/1991,181,381.30
02-10,10/1/1991,178,386.84
02-10,11/1/1991,202,392.88
02-10,12/1/1991,195,398.93
02-10,1/1/1992,206,405.31
02-10,2/1/1992,199,411.08
02-10,3/1/1992,191,417.00
02-10,4/1/1992,189,422.68
02-10,5/1/1992,177,428.15
02-10,6/1/1992,135,432.21
02-10,7/1/1992,209,438.68
02-10,8/1/1992,219,445.46
02-10,9/1/1992,206,451.65
02-10,10/1/1992,182,457.28
02-10,11/1/1992,236,464.37
02-10,12/1/1992,157,469.23
02-10,1/1/1993,219,476.01
02-10,2/1/1993,189,481.30
02-10,3/1/1993,191,487.22
02-10,4/1/1993,184,492.73
02-10,5/1/1993,182,498.37
02-10,6/1/1993,188,504.01
02-10,7/1/1993,185,509.75
02-10,8/1/1993,174,515.15
02-10,9/1/1993,172,520.29
02-10,10/1/1993,151,524.98
02-10,11/1/1993,152,529.54
02-10,12/1/1993,141,533.92
02-10,1/1/1994,141,538.30
02-10,2/1/1994,156,542.68
02-10,3/1/1994,141,547.06
03-10,2/1/1983,327,9.16
03-10,3/1/1983,325,19.24
03-10,4/1/1983,390,30.94
03-10,5/1/1983,330,41.16
03-10,6/1/1983,354,51.79
03-10,7/1/1983,360,62.96
03-10,8/1/1983,332,73.25
03-10,9/1/1983,265,81.20
03-10,10/1/1983,327,91.35
03-10,11/1/1983,321,100.97
03-10,12/1/1983,289,109.92
03-10,1/1/1984,318,119.78
03-10,2/1/1984,340,129.65
03-10,3/1/1984,318,139.51
03-10,4/1/1984,238,146.65
03-10,5/1/1984,230,153.79
03-10,6/1/1984,238,160.93
03-10,7/1/1984,230,168.07
03-10,8/1/1984,257,176.02
03-10,9/1/1984,319,185.60
03-10,10/1/1984,289,194.55
03-10,11/1/1984,292,203.31
03-10,12/1/1984,273,211.76
03-10,1/1/1985,252,219.58
03-10,2/1/1985,271,227.19
03-10,3/1/1985,239,234.60
03-10,4/1/1985,257,242.32
03-10,5/1/1985,267,250.59
03-10,6/1/1985,267,258.60
03-10,7/1/1985,268,266.90
03-10,8/1/1985,243,274.44
03-10,9/1/1985,271,282.56
03-10,10/1/1985,260,290.61
03-10,11/1/1985,248,298.05
03-10,12/1/1985,273,306.53
03-10,1/1/1986,232,313.71
03-10,2/1/1986,236,320.32
03-10,3/1/1986,183,325.98
03-10,4/1/1986,199,331.95
03-10,5/1/1986,192,337.92
03-10,6/1/1986,221,344.56
03-10,7/1/1986,213,351.16
03-10,8/1/1986,210,357.65
03-10,9/1/1986,212,364.02
03-10,10/1/1986,204,370.32
03-10,11/1/1986,202,376.40
03-10,12/1/1986,189,382.25
03-10,1/1/1987,219,389.04
03-10,2/1/1987,243,395.83
03-10,3/1/1987,190,401.71
03-10,4/1/1987,176,407.01
03-10,5/1/1987,171,412.30
03-10,6/1/1987,180,417.70
03-10,7/1/1987,187,423.49
03-10,8/1/1987,182,429.14
03-10,9/1/1987,184,434.66
03-10,10/1/1987,178,440.18
03-10,11/1/1987,174,445.41
03-10,12/1/1987,178,450.94
03-10,1/1/1988,175,456.36
03-10,2/1/1988,175,461.43
03-10,3/1/1988,173,466.80
03-10,4/1/1988,188,472.42
03-10,5/1/1988,184,478.12
03-10,6/1/1988,175,483.38
03-10,7/1/1988,161,488.39
03-10,8/1/1988,152,493.12
03-10,9/1/1988,139,497.29
03-10,10/1/1988,165,502.41
03-10,11/1/1988,157,507.11
03-10,12/1/1988,151,511.79
03-10,1/1/1989,139,516.11
03-10,2/1/1989,154,520.44
03-10,3/1/1989,144,524.89
03-10,4/1/1989,142,529.15
03-10,5/1/1989,143,533.58
03-10,6/1/1989,145,537.93
03-10,7/1/1989,141,542.29
03-10,8/1/1989,142,546.69
03-10,9/1/1989,138,550.84
03-10,10/1/1989,135,555.03
03-10,11/1/1989,135,559.07
03-10,12/1/1989,148,563.66
03-10,1/1/1990,165,568.77
03-10,2/1/1990,168,573.47
03-10,3/1/1990,169,578.70
03-10,4/1/1990,168,583.72
03-10,5/1/1990,165,588.85
03-10,6/1/1990,157,593.54
03-10,7/1/1990,153,598.30
03-10,8/1/1990,149,602.91
03-10,9/1/1990,162,607.76
03-10,10/1/1990,130,611.78
03-10,11/1/1990,150,616.27
03-10,12/1/1990,148,620.84
03-10,1/1/1991,148,625.43
03-10,2/1/1991,145,629.49
03-10,3/1/1991,147,634.06
03-10,4/1/1991,146,638.44
03-10,5/1/1991,139,642.76
03-10,6/1/1991,101,645.79
03-10,7/1/1991,144,650.25
03-10,8/1/1991,144,654.73
03-10,9/1/1991,147,659.15
03-10,10/1/1991,140,663.50
03-10,11/1/1991,142,667.76
03-10,12/1/1991,131,671.81
03-10,1/1/1992,133,675.93
03-10,2/1/1992,131,679.73
03-10,3/1/1992,128,683.69
03-10,4/1/1992,126,687.48
03-10,5/1/1992,115,691.05
03-10,6/1/1992,93,693.85
03-10,7/1/1992,118,697.52
03-10,8/1/1992,118,701.18
03-10,9/1/1992,113,704.56
03-10,10/1/1992,112,708.02
03-10,11/1/1992,132,711.98
03-10,12/1/1992,125,715.86
03-10,1/1/1993,112,719.33
03-10,2/1/1993,105,722.26
03-10,3/1/1993,102,725.41
03-10,4/1/1993,95,728.26
03-10,5/1/1993,95,731.21
03-10,6/1/1993,98,734.16
03-10,7/1/1993,100,737.26
03-10,8/1/1993,91,740.09
03-10,9/1/1993,93,742.89
03-10,10/1/1993,83,745.46
03-10,11/1/1993,87,748.07
03-10,12/1/1993,87,750.77
03-10,1/1/1994,87,753.46
03-10,2/1/1994,96,756.15
03-10,3/1/1994,87,758.84
04-01,3/1/1980,543,16.83
04-01,4/1/1980,103,19.93
04-01,5/1/1980,456,34.07
04-01,6/1/1980,514,49.50
04-01,7/1/1980,487,64.60
04-01,8/1/1980,243,72.14
04-01,9/1/1980,282,80.59
04-01,10/1/1980,411,93.34
04-01,11/1/1980,301,102.38
04-01,12/1/1980,345,113.07
04-01,1/1/1981,345,123.77
04-01,2/1/1981,441,136.13
04-01,3/1/1981,381,147.95
04-01,4/1/1981,318,157.49
04-01,5/1/1981,314,167.23
04-01,6/1/1981,242,174.49
04-01,7/1/1981,272,182.91
04-01,8/1/1981,254,190.77
04-01,9/1/1981,257,198.47
04-01,10/1/1981,175,203.89
04-01,11/1/1981,255,211.52
04-01,12/1/1981,251,219.30
04-01,1/1/1982,251,227.08
04-01,2/1/1982,278,234.87
04-01,3/1/1982,251,242.65
04-01,4/1/1982,129,246.52
04-01,5/1/1982,125,250.39
04-01,6/1/1982,170,255.48
04-01,7/1/1982,188,261.31
04-01,8/1/1982,267,269.57
04-01,9/1/1982,275,277.84
04-01,10/1/1982,296,287.01
04-01,11/1/1982,306,296.19
04-01,12/1/1982,296,305.37
04-01,1/1/1983,296,314.55
04-01,2/1/1983,328,323.73
04-01,4/1/1983,306,332.90
04-01,5/1/1983,296,342.08
04-01,6/1/1983,306,351.26
04-01,7/1/1983,296,360.44
04-01,8/1/1983,189,366.29
04-01,9/1/1983,195,372.15
04-01,10/1/1983,189,378.00
04-01,11/1/1983,220,384.60
04-01,12/1/1983,213,391.19
04-01,1/1/1984,236,398.51
04-01,2/1/1984,214,404.73
04-01,3/1/1984,217,411.46
04-01,4/1/1984,210,417.76
04-01,5/1/1984,214,424.41
04-01,6/1/1984,208,430.64
04-01,7/1/1984,220,437.46
04-01,8/1/1984,225,444.44
04-01,9/1/1984,215,450.87
04-01,10/1/1984,209,457.34
04-01,11/1/1984,184,462.87
04-01,12/1/1984,191,468.79
04-01,1/1/1985,199,474.95
04-01,2/1/1985,176,479.87
04-01,3/1/1985,185,485.59
04-01,4/1/1985,196,491.48
04-01,5/1/1985,134,495.64
04-01,6/1/1985,147,500.05
04-01,7/1/1985,239,507.47
04-01,8/1/1985,178,513.00
04-01,9/1/1985,184,518.54
04-01,10/1/1985,178,524.07
04-01,11/1/1985,215,530.53
04-01,12/1/1985,208,536.98
04-01,1/1/1986,208,543.44
04-01,2/1/1986,231,549.90
04-01,3/1/1986,208,556.36
04-01,4/1/1986,173,561.56
04-01,5/1/1986,268,569.87
04-01,6/1/1986,277,578.19
04-01,7/1/1986,354,589.16
04-01,8/1/1986,339,599.68
04-01,9/1/1986,321,609.31
04-01,10/1/1986,294,618.43
04-01,11/1/1986,304,627.54
04-01,12/1/1986,198,633.67
04-01,1/1/1987,198,639.80
04-01,2/1/1987,219,645.93
04-01,3/1/1987,167,651.11
04-01,4/1/1987,172,656.27
04-01,5/1/1987,173,661.62
04-01,6/1/1987,160,666.42
04-01,7/1/1987,168,671.62
04-01,8/1/1987,174,677.02
04-01,9/1/1987,181,682.44
04-01,10/1/1987,174,687.84
04-01,11/1/1987,178,693.17
04-01,12/1/1987,173,698.53
04-01,1/1/1988,158,703.42
04-01,2/1/1988,176,708.53
04-01,3/1/1988,173,713.89
04-01,4/1/1988,154,718.49
04-01,5/1/1988,162,723.52
04-01,6/1/1988,160,728.32
04-01,7/1/1988,149,732.93
04-01,8/1/1988,160,737.89
04-01,9/1/1988,148,742.33
04-01,10/1/1988,146,746.87
04-01,11/1/1988,143,751.16
04-01,12/1/1988,136,755.38
04-01,1/1/1989,136,759.59
04-01,2/1/1989,121,762.97
04-01,3/1/1989,132,767.06
04-01,4/1/1989,147,771.46
04-01,5/1/1989,139,775.77
04-01,6/1/1989,134,779.79
04-01,7/1/1989,134,783.95
04-01,8/1/1989,134,788.11
04-01,9/1/1989,130,792.00
04-01,10/1/1989,120,795.70
04-01,11/1/1989,132,799.65
04-01,12/1/1989,126,803.57
04-01,1/1/1990,134,807.73
04-01,2/1/1990,123,811.19
04-01,3/1/1990,118,814.86
04-01,4/1/1990,121,818.48
04-01,5/1/1990,145,822.99
04-01,6/1/1990,120,826.58
04-01,7/1/1990,140,830.92
04-01,8/1/1990,133,835.05
04-01,9/1/1990,132,839.00
04-01,10/1/1990,123,842.83
04-01,11/1/1990,143,847.11
04-01,12/1/1990,126,851.00
04-01,1/1/1991,103,854.18
04-01,2/1/1991,129,857.79
04-01,3/1/1991,126,861.70
04-01,4/1/1991,122,865.35
04-01,5/1/1991,116,868.94
04-01,6/1/1991,100,871.94
04-01,7/1/1991,116,875.54
04-01,8/1/1991,112,879.02
04-01,9/1/1991,119,882.59
04-01,12/1/1991,358,893.69
04-01,1/1/1992,353,904.63
04-01,2/1/1992,365,915.21
04-01,3/1/1992,377,926.91
04-01,4/1/1992,349,937.39
04-01,5/1/1992,356,948.44
04-01,6/1/1992,348,958.88
04-01,7/1/1992,359,970.01
04-01,8/1/1992,326,980.11
04-01,9/1/1992,345,990.47
04-01,10/1/1992,335,1000.85
04-01,11/1/1992,323,1010.53
04-01,12/1/1992,309,1020.10
04-01,1/1/1993,302,1029.47
04-01,2/1/1993,302,1037.93
04-01,3/1/1993,280,1046.60
04-01,4/1/1993,257,1054.33
04-01,5/1/1993,236,1061.63
04-01,6/1/1993,243,1068.93
04-01,7/1/1993,234,1076.17
04-01,8/1/1993,282,1084.90
04-01,9/1/1993,257,1092.62
04-01,10/1/1993,259,1100.64
04-01,11/1/1993,255,1108.29
04-01,12/1/1993,234,1115.53
04-01,1/1/1994,234,1122.77
04-01,2/1/1994,259,1130.01
04-01,3/1/1994,234,1137.25
04-11,3/1/1979,243,7.53
04-11,4/1/1979,197,13.43
04-11,5/1/1979,226,20.43
04-11,6/1/1979,176,25.71
04-11,7/1/1979,170,30.98
04-11,9/1/1979,106,34.15
04-11,10/1/1979,120,37.87
04-11,11/1/1979,91,40.61
04-11,12/1/1979,88,43.35
04-11,1/1/1980,88,46.09
04-11,2/1/1980,94,48.83
04-11,3/1/1980,88,51.57
04-11,4/1/1980,91,54.31
04-11,5/1/1980,88,57.05
04-11,6/1/1980,91,59.79
04-11,7/1/1980,88,62.53
04-11,8/1/1980,88,65.27
04-11,9/1/1980,98,68.21
04-11,10/1/1980,95,71.15
04-11,11/1/1980,63,73.06
04-11,12/1/1980,61,74.96
04-11,1/1/1981,61,76.86
04-11,3/1/1981,61,78.76
04-11,4/1/1981,87,81.38
04-11,5/1/1981,73,83.66
04-11,6/1/1981,76,85.94
04-11,7/1/1981,73,88.22
04-11,8/1/1981,60,90.07
04-11,9/1/1981,62,91.92
04-11,2/1/1982,54,93.44
04-11,5/1/1982,51,95.01
04-11,6/1/1982,52,96.58
04-11,7/1/1982,51,98.15
04-11,10/1/1982,51,99.72
04-11,11/1/1982,52,101.29
04-11,12/1/1982,61,103.18
04-11,6/1/1983,63,105.06
04-11,7/1/1983,61,106.95
04-11,8/1/1983,61,108.84
04-11,9/1/1983,81,111.25
04-11,10/1/1983,86,113.93
04-11,11/1/1983,63,115.81
04-11,12/1/1983,61,117.70
04-11,1/1/1984,61,119.58
04-11,2/1/1984,84,122.01
04-11,3/1/1984,78,124.44
04-11,4/1/1984,81,126.87
04-11,5/1/1984,78,129.30
04-11,6/1/1984,81,131.73
04-11,7/1/1984,78,134.16
04-11,8/1/1984,47,135.62
04-11,9/1/1984,84,138.14
04-11,10/1/1984,81,140.65
04-11,11/1/1984,84,143.17
04-11,12/1/1984,58,144.97
04-11,1/1/1985,58,146.78
04-11,2/1/1985,64,148.58
04-11,3/1/1985,58,150.39
04-11,4/1/1985,49,151.87
04-11,5/1/1985,48,153.34
04-11,6/1/1985,43,154.63
04-11,7/1/1985,40,155.87
04-11,8/1/1985,40,157.11
04-11,9/1/1985,36,158.20
04-11,10/1/1985,35,159.28
04-11,11/1/1985,35,160.33
04-11,12/1/1985,34,161.39
04-11,1/1/1986,34,162.44
04-11,2/1/1986,30,163.27
04-11,3/1/1986,27,164.11
04-11,4/1/1986,28,164.94
04-11,5/1/1986,27,165.78
04-11,6/1/1986,28,166.61
04-11,7/1/1986,43,167.94
04-11,8/1/1986,43,169.28
04-11,9/1/1986,45,170.61
04-11,10/1/1986,31,171.57
04-11,11/1/1986,26,172.35
04-11,12/1/1986,25,173.13
04-11,1/1/1987,25,173.91
04-11,3/1/1987,21,174.56
04-11,4/1/1987,30,175.46
04-11,5/1/1987,29,176.37
04-11,6/1/1987,30,177.27
04-11,7/1/1987,29,178.17
04-11,8/1/1987,29,179.07
04-11,11/1/1987,30,179.97
04-11,12/1/1987,8,180.22
04-11,1/1/1988,6,180.42
04-11,2/1/1988,5,180.58
04-11,3/1/1988,6,180.77
04-11,4/1/1988,6,180.94
04-11,5/1/1988,5,181.11
04-11,6/1/1988,4,181.22
04-11,7/1/1988,6,181.41
04-11,8/1/1988,5,181.56
04-11,9/1/1988,3,181.66
04-11,10/1/1988,7,181.87
04-11,11/1/1988,5,182.02
04-11,12/1/1988,4,182.14
05-02,9/1/1980,42,1.26
05-02,10/1/1980,102,4.43
05-02,11/1/1980,99,7.41
05-02,12/1/1980,90,10.19
05-02,1/1/1981,87,12.89
05-02,2/1/1981,93,15.48
05-02,3/1/1981,75,17.80
05-02,4/1/1981,63,19.70
05-02,5/1/1981,54,21.38
05-02,6/1/1981,56,23.06
05-02,7/1/1981,54,24.73
05-02,8/1/1981,54,26.39
05-02,9/1/1981,53,28.00
05-02,2/1/1982,50,29.40
05-02,3/1/1982,59,31.23
05-02,4/1/1982,48,32.68
05-02,5/1/1982,40,33.93
05-02,6/1/1982,56,35.62
05-02,7/1/1982,55,37.31
05-02,8/1/1982,45,38.69
05-02,9/1/1982,62,40.56
05-02,10/1/1982,60,42.43
05-02,11/1/1982,57,44.13
05-02,12/1/1982,52,45.75
05-02,1/1/1983,53,47.41
05-02,2/1/1983,40,48.52
05-02,4/1/1983,58,50.26
05-02,5/1/1983,47,51.73
05-02,6/1/1983,44,53.03
05-02,7/1/1983,47,54.49
05-02,8/1/1983,39,55.71
05-02,9/1/1983,41,56.93
05-02,10/1/1983,43,58.26
05-02,11/1/1983,45,59.61
05-02,12/1/1983,43,60.95
05-02,1/1/1984,48,62.43
05-02,2/1/1984,39,63.55
05-02,3/1/1984,41,64.84
05-02,4/1/1984,38,65.97
05-02,5/1/1984,41,67.23
05-02,6/1/1984,35,68.28
05-02,7/1/1984,35,69.36
05-02,8/1/1984,33,70.39
05-02,9/1/1984,37,71.50
05-02,10/1/1984,36,72.60
05-02,11/1/1984,35,73.64
05-02,12/1/1984,33,74.67
05-02,1/1/1985,30,75.60
05-02,2/1/1985,33,76.52
05-02,3/1/1985,34,77.58
05-02,4/1/1985,35,78.63
05-02,5/1/1985,27,79.46
05-02,6/1/1985,28,80.30
05-02,7/1/1985,17,80.84
05-02,8/1/1985,21,81.49
05-02,9/1/1985,24,82.22
05-02,10/1/1985,23,82.94
05-02,11/1/1985,19,83.52
05-02,12/1/1985,23,84.24
05-02,1/1/1986,24,84.98
05-02,2/1/1986,25,85.69
05-02,3/1/1986,24,86.43
05-02,4/1/1986,20,87.04
05-02,5/1/1986,20,87.65
05-02,6/1/1986,25,88.40
05-02,7/1/1986,23,89.12
05-02,8/1/1986,23,89.85
05-02,9/1/1986,25,90.59
05-02,10/1/1986,24,91.34
05-02,11/1/1986,26,92.12
05-02,12/1/1986,25,92.90
05-02,1/1/1987,28,93.76
05-02,2/1/1987,30,94.60
05-02,3/1/1987,26,95.39
05-02,4/1/1987,23,96.08
05-02,5/1/1987,24,96.83
05-02,6/1/1987,23,97.52
05-02,7/1/1987,22,98.21
05-02,8/1/1987,16,98.69
05-02,9/1/1987,16,99.18
05-02,10/1/1987,19,99.77
05-02,11/1/1987,17,100.28
05-02,12/1/1987,18,100.84
05-02,1/1/1988,18,101.39
05-02,2/1/1988,17,101.89
05-02,3/1/1988,18,102.45
05-02,4/1/1988,18,102.98
05-02,5/1/1988,17,103.51
05-02,6/1/1988,19,104.08
05-02,7/1/1988,19,104.68
05-02,8/1/1988,18,105.25
05-02,9/1/1988,14,105.67
05-02,10/1/1988,13,106.09
05-02,11/1/1988,16,106.57
05-02,12/1/1988,16,107.07
05-02,1/1/1989,11,107.41
05-02,2/1/1989,12,107.74
05-02,3/1/1989,13,108.14
05-02,4/1/1989,11,108.47
05-02,5/1/1989,10,108.77
05-02,6/1/1989,12,109.14
05-02,7/1/1989,11,109.49
05-02,8/1/1989,10,109.81
05-02,9/1/1989,8,110.07
05-02,10/1/1989,10,110.36
05-02,11/1/1989,7,110.58
05-02,12/1/1989,6,110.76
05-02,1/1/1990,6,110.95
05-02,2/1/1990,10,111.22
05-02,3/1/1990,6,111.41
05-02,4/1/1990,8,111.65
05-02,5/1/1990,5,111.81
05-02,6/1/1990,5,111.98
05-02,11/1/1990,5,112.14
05-02,12/1/1990,4,112.26
05-02,1/1/1991,4,112.38
05-02,2/1/1991,4,112.51
05-02,3/1/1991,4,112.63
05-02,4/1/1991,4,112.75
05-02,5/1/1991,4,112.88
05-02,6/1/1991,4,113.00
05-02,7/1/1991,5,113.15
05-02,8/1/1991,3,113.25
05-02,9/1/1991,3,113.35
05-02,10/1/1991,5,113.50
05-02,11/1/1991,5,113.64
05-02,12/1/1991,4,113.78
05-02,1/1/1992,4,113.92
05-02,2/1/1992,5,114.05
05-02,3/1/1992,4,114.19
05-02,4/1/1992,5,114.33
05-02,5/1/1992,4,114.47
05-02,6/1/1992,5,114.60
05-02,8/1/1992,12,114.96
05-02,9/1/1992,10,115.26
05-02,10/1/1992,11,115.59
05-02,11/1/1992,10,115.91
05-02,12/1/1992,9,116.19
05-02,1/1/1993,8,116.43
05-02,2/1/1993,8,116.64
05-02,3/1/1993,7,116.86
05-02,4/1/1993,7,117.05
05-02,5/1/1993,6,117.25
05-02,6/1/1993,5,117.39
05-02,7/1/1993,4,117.52
05-02,8/1/1993,4,117.63
05-02,12/1/1993,14,118.06
05-02,1/1/1994,11,118.40
